"","hv","std.error","Label"
"1",0.00111454931148406,-0.613397295640192,"Internal"
"2",0.000424859570944579,0.524860453790879,"Internal"
"3",0.000520329635094185,-0.0316519364710296,"Internal"
"4",0.00040004484436134,0.490785569181938,"Internal"
"5",0.000847927418289574,-0.843807488557136,"Internal"
"6",0.000631498467340613,-0.00192083706920063,"Internal"
"7",0.00048567489194392,-0.313791361496447,"Internal"
"8",0.0010335278296608,-1.22552917471879,"Internal"
"9",0.000910377304461871,-1.0670638817086,"Internal"
"10",0.000389170163752829,0.325927471699002,"Internal"
"11",0.0005147826822985,0.127432261367949,"Internal"
"12",0.000456269189813253,-0.0901261195407642,"Internal"
"13",0.0130829282892324,5.93773877503636,"Internal"
"14",0.000485661631383246,0.224809428576206,"Internal"
"15",0.000389435425715769,-0.0659004646438738,"Internal"
"16",0.000534909409415012,-0.119006159958728,"Internal"
"17",0.00042125296037149,2.88021079888639,"Internal"
"18",0.000597798582355892,-0.665062736773186,"Internal"
"19",0.000555737201899946,0.131140965759996,"Internal"
"20",0.000919094678475571,0.913150201058412,"Internal"
"21",0.00103692320146276,0.172288847184595,"Internal"
"22",0.000508451403108475,0.105533011874599,"Internal"
"23",0.000444610999743363,-0.320988794636613,"Internal"
"24",0.000509093734182691,-0.0564676064401453,"Internal"
"25",0.000588441273261504,-0.0885714249337528,"Internal"
"26",0.000391050779799512,0.0487257596515883,"Internal"
"27",0.000535477786637304,-0.387641925035183,"Internal"
"28",0.00048176350924416,0.744043639721599,"Internal"
"29",0.000643105512089815,0.147387200976727,"Internal"
"30",0.000489526273202194,0.0927762856739327,"Internal"
"31",0.000398904108152523,0.20029854925502,"Internal"
"32",0.000823459791601478,1.08417290085395,"Internal"
"33",0.000716448932614825,-0.264979655736716,"Internal"
"34",0.000669404006838584,0.028728815295491,"Internal"
"35",0.000479878107744602,0.666790211693783,"Internal"
"36",0.00273533303367888,-0.735898068318859,"Internal"
"37",0.00225644320356774,-0.786657771629171,"Internal"
"38",0.000600347437928936,0.61317969095438,"Internal"
"39",0.000892727315881788,-0.665483502080657,"Internal"
"40",0.000999390408059443,0.597906796397706,"Internal"
"41",0.000513189648535445,-0.469484061815724,"Internal"
"42",0.000757634593006589,-0.233960598108967,"Internal"
"43",0.00054272865058785,0.70103222322516,"Internal"
"44",0.000565260179719777,-0.211811088129311,"Internal"
"45",0.000536189045851191,-0.00782471973888902,"Internal"
"46",0.000426884854130236,0.421673463497287,"Internal"
"47",0.0030658778861568,2.0742923465809,"Internal"
"48",0.000570366250694995,-0.308028549616097,"Internal"
"49",0.000403900541989652,0.720696227327889,"Internal"
"50",0.00150136928347176,1.50142954382243,"Internal"
"51",0.000742361274484065,0.810989662446897,"Internal"
"52",0.00200974595583797,0.287302627875399,"Internal"
"53",0.000391050779799512,-0.314948346535352,"Internal"
"54",0.000722520474539148,-0.141448336944801,"Internal"
"55",0.000456269189813253,0.449186043275802,"Internal"
"56",0.000448976368508232,-0.709154012035079,"Internal"
"57",0.00171072544419169,1.34154810037091,"Internal"
"58",0.000711027946673286,0.241458701457353,"Internal"
"59",0.00048567489194392,-0.313791361496447,"Internal"
"60",0.000954291318204191,0.686415755469284,"Internal"
"61",0.000436678993397565,-0.0140944946794726,"Internal"
"62",0.0186019663804046,7.10437808401687,"Internal"
"63",0.00084678422084352,0.489380832486875,"Internal"
"64",0.000506339506451743,-0.6700984934887,"Internal"
"65",0.000429940998278941,-0.400193002778718,"Internal"
"66",0.000415887293943389,0.800183020800778,"Internal"
"67",0.00170859166655004,-0.332349729769616,"Internal"
"68",0.000910377304461871,-2.85912921042046,"Internal"
"69",0.0005072651507459,-0.284641069499265,"Internal"
"70",0.00103927075381528,1.13070134106507,"Internal"
"71",0.000523596960804099,0.0790149695883731,"Internal"
"72",0.000606690858092278,-0.173281283762876,"Internal"
"73",0.00129762912443976,2.1618814527494,"Internal"
"74",0.000586736157319714,0.0781335079518621,"Internal"
"75",0.000464218350882466,-1.25378427725607,"Internal"
"76",0.000392041044107376,0.0479854380441146,"Internal"
"77",0.000669110745238232,-0.132488469085999,"Internal"
"78",0.00039776302545862,-0.59990720154537,"Internal"
"79",0.000842106738483543,0.208942947166249,"Internal"
"80",0.00219416056970193,-0.482966059979361,"Internal"
"81",0.000715982467657375,2.20667596034849,"Internal"
"82",0.000390291548435332,1.21463339400442,"Internal"
"83",0.000398757456594403,-0.0483358198211994,"Internal"
"84",0.000494659462139876,0.204941324494924,"Internal"
"85",0.000406302063717993,1.84089495373563,"Internal"
"86",0.00044865406216604,-0.108542807187091,"Internal"
"87",0.000709774837834911,0.257000253750203,"Internal"
"88",0.000508451403108475,-0.315872904638485,"Internal"
"89",0.000428376313400616,-0.368441308490017,"Internal"
"90",0.000479891686944898,-0.774484430202108,"Internal"
"91",0.0005147826822985,-0.578015302628236,"Internal"
"92",0.0010298855324658,-1.35561045627674,"Internal"
"93",0.000478685304301008,-0.0229864624001951,"Internal"
"94",0.000544861203728672,-0.272921196071167,"Internal"
"95",0.000510529701037588,-0.50135366012566,"Internal"
"96",0.000509381672301694,-0.0295606215327098,"Internal"
"97",0.000936010036072501,0.0115141786387973,"Internal"
"98",0.000464218350882466,0.180596580655548,"Internal"
"99",0.000755858895414847,0.0424017781696875,"Internal"
