STANDARD_VALUE,ALogP,ALogp2,AMR,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,MW,AMW
2045000,-1.8144,3.29204736,22.606,1,5,5,5,3,3,272.0684735,8.502139796
1663800,-2.2747,5.17426009,25.1706,1,6,6,6,4,4,288.0633881,8.729193579
381,-1.6657,2.77455649,65.5401,3,4,3,4,1,1,344.2463783,6.039410145
90,0.3202,0.10252804,63.6653,3,4,3,4,1,1,316.2150781,6.20029565
234000,1.3263,1.75907169,59.7131,3,4,3,4,0,0,288.183778,6.404083956
38,0.9356,0.87534736,52.9279,3,4,3,4,1,1,274.1681279,6.52781257
62,0.308,0.094864,44.6718,8,8,8,8,2,2,386.1001675,8.393481903
506,-0.8849,0.78304801,67.1218,3,4,3,4,1,1,420.2776784,6.27280117
93,-1.1216,1.25798656,75.9321,3,4,3,4,1,1,372.2776784,5.909169498
1480,-1.1933,1.42396489,38.4948,3,4,3,4,1,2,234.1368278,6.689623652
11700,-0.1055,0.01113025,53.5453,2,4,4,4,1,2,310.1681279,6.892625065
5100,-0.4406,0.19412836,58.3937,2,4,4,4,1,2,324.183778,6.753828709
855,-0.337,0.113569,43.7621,3,3,3,3,1,2,265.1578976,6.798920451
664,-0.337,0.113569,43.7621,3,3,3,3,1,2,265.1578976,6.798920451
4780,0.9255,0.85655025,51.7674,2,3,3,3,1,2,268.1575633,6.703939082
6450,0.5904,0.34857216,56.6158,2,3,3,3,1,2,282.1732133,6.562167752
50000,0.0491,0.00241081,52.2392,3,4,4,4,1,2,281.1528122,7.028820306
50000,-0.286,0.081796,57.0876,3,4,4,4,1,2,295.1684623,6.864382844
27100,-0.2389,0.05707321,55.1508,3,4,4,4,1,2,295.1684623,6.864382844
7690,0.9542,0.91049764,68.0232,3,3,3,3,1,2,331.1176897,7.700411388
7270,0.6191,0.38328481,72.8716,3,3,3,3,1,2,345.1333397,7.50289869
50000,0.2706,0.07322436,55.7039,4,3,3,4,2,3,286.1252176,7.529610989
50000,-0.4223,0.17833729,42.2137,4,3,3,4,2,3,240.1374965,7.062867544
14700,0.6335,0.40132225,57.3794,2,2,2,2,1,1,285.0920418,7.919223384
22400,2.2366,5.00237956,45.9228,1,1,1,1,0,0,303.0581548,8.658804424
19200,1.9015,3.61570225,50.7712,1,1,1,1,0,0,317.0738049,8.344047497
9.66,0.6348,0.40297104,55.5962,3,3,3,3,2,2,328.134241,7.457596386
6.75,0.2997,0.08982009,60.4446,3,3,3,3,2,2,342.149891,7.279784916
43.3,1.8394,3.38339236,58.6472,2,2,2,2,1,1,346.100354,8.048845442
8.69,-0.3488,0.12166144,53.0316,4,4,4,5,1,1,353.1407233,7.847571629
13.7,-0.6839,0.46771921,57.88,4,4,4,5,1,1,367.1563734,7.649091112
810,-0.0019,3.61E-06,38.9137,3,3,3,3,1,2,251.1422475,6.976173543
5.96,0.6749,0.45549001,115.5699,6,9,9,11,1,1,789.3769308,7.241990191
3.95,1.01,1.0201,110.7215,6,9,9,11,1,1,775.3612808,7.314729064
2920,0.4734,0.22410756,62.9697,1,5,5,6,0,0,422.2205574,6.921648483
8080,0.4734,0.22410756,62.9697,1,5,5,6,0,0,422.2205574,6.921648483
700,0.7473,0.55845729,79.2366,6,7,6,7,1,1,374.2317908,6.565470014
190,-0.5403,0.29192409,32.2622,2,5,5,5,1,1,371.115758,8.247016845
275,-0.8308,0.69022864,70.1934,3,8,8,8,1,1,443.1944023,7.265482004
0.236,-0.8308,0.69022864,70.1934,3,8,8,8,1,1,443.1944023,7.265482004
68.9,-1.9017,3.61646289,62.8771,4,4,4,4,1,1,367.2623627,6.121039378
44.5,-2.1897,4.79478609,65.7887,4,4,4,4,1,1,381.2780127,6.052031948
16.5,-2.4777,6.13899729,68.7003,4,4,4,4,1,1,395.2936628,5.989297921
34,-2.7657,7.64909649,71.6119,4,4,4,4,1,1,409.3093129,5.932019027
28.4,-3.0537,9.32508369,74.5235,4,4,4,4,1,1,423.3249629,5.879513374
283,-2.6672,7.11395584,51.007,4,6,6,6,1,1,507.2521919,7.144397069
1.05,-1.3151,1.72948801,55.9394,4,4,4,4,2,2,560.2706749,7.18295737
12.1,-0.5708,0.32581264,61.555,4,4,4,4,2,2,594.2317025,7.61835516
310,-1.6591,2.75261281,51.2766,2,4,4,4,1,1,538.238706,7.273496028
258,-1.6591,2.75261281,51.2766,2,4,4,4,1,1,538.238706,7.273496028
455,-1.3452,1.80956304,39.7844,4,4,4,4,2,2,560.2939972,7.092329078
13.9,-2.0594,4.24112836,50.3238,4,4,4,4,2,2,526.3096472,6.74755958
50,-1.1442,1.30919364,52.6427,2,5,5,5,0,0,367.1783583,7.061122275
10000,-0.559,0.312481,59.9992,3,4,3,4,1,1,304.2150781,6.084301563
13.8,-3.146,9.897316,128.409,6,8,8,8,2,2,632.4301563,6.20029565
593,-1.5538,2.41429444,125.0086,6,6,6,6,2,2,640.3310822,6.812032789
170,-4.2544,18.09991936,130.4082,6,8,6,8,0,0,666.5084066,5.84656497
9.5,-2.0398,4.16078404,137.1232,6,8,8,8,2,2,660.4614564,6.115383856
11600,-3.8196,14.58934416,131.3468,8,10,8,10,2,2,660.3886854,6.603886854
123,-4.7186,22.26518596,109.232,6,8,8,8,4,4,576.367556,6.404083956
1630,0.9036,0.81649296,52.8986,5,4,3,5,0,0,412.11246,8.410458367
2.36,-2.57,6.6049,122.5858,6,8,8,8,2,2,604.3988561,6.295821418
61.5,-0.842,0.708964,105.1162,6,8,8,8,2,2,520.3049558,6.670576356
60.4,-1.8612,3.46406544,129.3644,6,6,6,6,2,2,584.3218688,6.640021236
192,-3.0424,9.25619776,113.7774,8,8,8,8,2,2,574.3995248,6.243473096
71.9,-1.7584,3.09197056,124.7816,6,6,6,6,2,2,600.440327,6.00440327
73.3,-3.0424,9.25619776,113.7774,6,6,6,6,2,2,572.4090269,6.089457733
13.6,-1.994,3.976036,116.7626,6,8,8,8,2,2,576.367556,6.404083956
34,-0.4339,0.18826921,54.9417,3,4,3,5,1,1,290.186852,6.448596711
17.3,-2.6348,6.94217104,137.3126,6,8,8,8,2,2,660.4614564,6.115383856
3660,-0.1057,0.01117249,26.8022,2,4,4,3,1,1,349.1478071,7.59016972
3.05,-2.1952,4.81890304,137.9916,6,8,8,8,2,2,700.3522116,6.866198153
2.66,-2.0272,4.10953984,143.6276,6,8,8,8,2,2,788.2511804,7.727952749
42.5,-2.447,5.987809,98.5746,4,6,6,6,2,2,602.4559771,5.906431148
2.25,-1.418,2.010724,110.9394,6,8,8,8,2,2,548.3362559,6.52781257
144,-3.3506,11.22652036,117.0156,6,8,8,8,2,2,552.367556,6.276904046
51.1,-3.146,9.897316,128.409,6,8,8,8,2,2,632.4301563,6.20029565
2320,-1.8152,3.29495104,44.6321,3,5,5,4,2,2,357.1740218,7.143480437
7.79,-3.722,13.853284,134.2322,6,8,8,8,2,2,660.4614564,6.115383856
2310,-1.7222,2.96597284,121.5574,6,10,10,12,2,2,662.3791833,6.758971258
133,-3.0424,9.25619776,113.7774,8,8,8,8,2,2,574.3995248,6.243473096
77.8,-3.6468,13.29915024,119.8214,6,8,8,8,2,2,604.3988561,6.295821418
5.17,-3.113,9.690769,128.8148,6,10,10,8,2,2,668.4113126,6.553052085
12.9,-3.747,14.040009,138.8186,6,8,8,8,2,2,660.4614564,6.115383856
123,-3.3238,11.04764644,126.119,6,8,8,8,2,2,784.4927565,6.430268496
125,-3.0424,9.25619776,113.7774,8,8,8,8,2,2,574.3995248,6.243473096
82500,-0.8417,0.70845889,25.8131,3,3,2,3,0,0,186.0793129,7.753304706
210,-0.2431,0.05909761,58.2476,5,5,4,5,1,1,443.2572773,6.716019353
550,-1.7893,3.20159449,56.4258,5,5,4,5,1,1,455.2572773,6.794884736
720,-1.0562,1.11555844,58.7345,6,6,5,6,1,1,457.2365419,7.034408336
217,-2.1171,4.48211241,66.9484,5,5,4,5,1,1,497.3042275,6.543476677
25,0.1746,0.03048516,60.1992,3,4,4,4,0,0,444.2776784,6.438806933
24,-1.3716,1.88128656,58.3774,3,4,4,4,0,0,456.2776784,6.518252548
107,-0.6385,0.40768225,60.6861,4,5,5,5,0,0,458.2569429,6.73907269
68,-1.7617,3.10358689,68.8063,6,7,5,7,1,1,588.3100411,7.003690966
144,-0.4014,0.16112196,66.0224,3,4,4,4,0,0,472.3089785,6.297453047
143,-1.9476,3.79314576,64.2006,3,4,4,4,0,0,484.3089785,6.372486559
257,-0.6894,0.47527236,68.934,3,4,4,4,0,0,486.3246286,6.234931136
210,-2.2356,4.99790736,67.1122,3,4,4,4,0,0,498.3246286,6.307906691
810,-0.9774,0.95531076,71.8456,3,4,4,4,0,0,500.3402786,6.177040477
110,-2.5236,6.36855696,70.0238,3,4,4,4,0,0,512.3402786,6.248052179
130,0.7066,0.49928356,57.0272,3,4,4,4,0,0,506.2933285,6.661754322
8500,-0.1267,0.01605289,54.9633,3,4,3,4,1,1,286.1681279,6.655072743
2.6,-0.7269,0.52838361,50.9586,1,4,4,4,0,0,438.1539179,7.824177105
190,-2.5363,6.43281769,74.9303,2,4,4,5,1,1,456.2208546,6.91243719
390,-1.6912,2.86015744,67.8323,1,4,4,5,0,0,454.2052045,7.09695632
340,-0.2074,0.04301476,43.1589,3,2,2,3,0,0,333.2204979,6.408086497
7,-0.9964,0.99281296,66.4079,2,4,4,5,0,0,402.1739044,7.181676864
6.27,-0.4991,0.24910081,60.2333,1,3,3,4,0,0,370.1476896,7.402953793
28,-2.6056,6.78915136,79.965,2,4,4,5,0,0,432.2208546,6.753450853
380,-2.186,4.778596,71.1939,2,4,4,5,1,1,468.2208546,6.988370964
240,-1.9016,3.61608256,26.9449,1,3,3,4,0,0,346.1443185,7.524876489
6,-0.616,0.379456,57.8796,1,3,3,4,0,0,426.1197606,8.039995484
30000,-1.4343,2.05721649,63.5995,0,2,2,3,0,0,398.2153753,6.636922921
110,-1.0015,1.00300225,61.7925,1,3,3,4,0,0,384.1633397,7.2483649
520,-0.5558,0.30891364,61.1547,1,3,3,4,0,0,408.1633397,7.421151631
5.8,0.1132,0.01281424,49.0012,1,4,4,4,0,0,364.2150781,6.62209233
30,-1.2468,1.55451024,62.1141,2,4,4,5,0,0,388.1582543,7.323740647
1000,-1.7274,2.98391076,67.5494,2,4,4,5,0,0,373.1585887,7.316835072
110,-1.9633,3.85454689,68.143,1,3,3,4,0,0,452.2259399,6.851908181
1000,-1.1954,1.42898116,62.0745,3,5,5,6,0,0,478.168819,7.712400306
2570,-1.4433,2.08311489,58.8964,1,3,3,4,0,0,372.1633397,7.156987302
2670,-0.292,0.085264,55.8087,0,2,2,3,0,0,380.1684251,7.172989152
250,-2.2841,5.21711281,57.5354,1,3,3,4,0,0,378.2069188,6.753694978
90,-2.4647,6.07474609,71.0326,2,4,4,5,1,1,442.2052045,7.01913023
30,-0.4888,0.23892544,73.616,3,3,2,3,2,2,256.1575633,6.568142648
0.48,-0.9747,0.95004009,53.8707,3,5,4,5,0,0,389.2103271,6.950184413
53,-1.5889,2.52460321,73.529,2,4,4,5,0,0,392.1895544,6.880518499
79,-0.8196,0.67174416,87.143,3,5,5,6,0,0,448.2157692,6.895627218
40,-1.2895,1.66281025,64.7041,1,3,3,4,0,0,398.1789898,7.110339103
4.5,-0.7006,0.49084036,55.5952,1,6,6,8,0,0,455.1276825,8.275048772
54,-1.9722,3.88957284,85.2578,3,5,5,6,0,0,422.2001191,6.921313428
280,-0.8655,0.74909025,55.3644,1,3,3,4,0,0,358.1476896,7.309136523
8,-1.5487,2.39847169,61.501,1,3,3,4,0,0,424.1946398,7.069910664
120,-1.9065,3.63474225,67.7629,2,4,4,5,0,0,454.2052045,7.09695632
32,-1.0427,1.08722329,67.0101,1,6,6,8,0,0,459.1589826,7.782355637
750,-1.2698,1.61239204,76.3748,1,3,3,4,0,0,438.2102899,6.955718887
19580,-1.9246,3.70408516,53.9353,1,3,3,4,1,1,398.1789898,7.110339103
900,-1.1159,1.24523281,51.0706,1,3,3,4,0,0,344.1320396,7.481131295
43,-2.315,5.359225,63.0117,2,4,4,5,1,1,440.1895544,7.216222204
4.6,-1.2066,1.45588356,50.0861,1,3,3,4,0,0,420.1633397,7.50291678
4.7,-5.7446,33.00042916,38.5404,0,0,0,2,0,0,376.2878492,5.879497643
17,-5.4566,29.77448356,35.6288,0,0,0,2,0,0,362.2721991,5.93888851
5,-5.1686,26.71442596,32.7172,0,0,0,2,0,0,348.256549,6.004423259
120,-4.8806,23.82025636,29.8056,0,0,0,2,0,0,334.240899,6.077107254
270,-4.5926,21.09197476,26.894,0,0,0,2,0,0,320.2252489,6.158177863
540,-4.3046,18.52958116,23.9824,0,0,0,2,0,0,306.2095988,6.249175486
30,-5.4566,29.77448356,35.6288,0,0,0,2,0,0,362.2721991,5.93888851
20,-5.1686,26.71442596,32.7172,0,0,0,2,0,0,348.256549,6.004423259
40,-4.8806,23.82025636,29.8056,0,0,0,2,0,0,334.240899,6.077107254
140,-4.5926,21.09197476,26.894,0,0,0,2,0,0,320.2252489,6.158177863
800,-4.3046,18.52958116,23.9824,0,0,0,2,0,0,306.2095988,6.249175486
140,1.4606,2.13335236,51.9484,4,5,4,5,1,1,351.194677,6.886170138
28,1.4606,2.13335236,51.9484,4,5,4,5,1,1,351.194677,6.886170138
23,2.1026,4.42092676,57.4505,4,5,4,5,1,1,365.2103271,6.763154206
14,2.1026,4.42092676,57.4505,4,5,4,5,1,1,365.2103271,6.763154206
31,2.1026,4.42092676,57.4505,4,5,4,5,1,1,365.2103271,6.763154206
260,1.4606,2.13335236,51.9484,4,5,4,5,1,1,351.194677,6.886170138
1300,2.7446,7.53282916,62.9526,4,5,4,5,1,1,379.2259772,6.653087319
363.08,-1.5571,2.42456041,51.7647,2,2,2,2,1,1,204.1626486,5.833218533
785,2.1026,4.42092676,57.4505,4,5,4,5,1,1,365.2103271,6.763154206
5.5,-3.5403,12.53372409,58.8228,4,5,5,5,3,3,496.3202119,6.445717038
0.5,-2.8128,7.91184384,61.6437,4,5,5,5,3,3,496.3202119,6.445717038
1,-2.796,7.817616,64.4384,4,5,5,5,3,3,530.2812395,6.886769345
206310,0.4985,0.24850225,65.0924,7,8,7,8,5,5,351.0459813,9.751277258
99410,1.6484,2.71722256,64.2112,7,10,9,7,5,5,389.0228012,11.11493718
40780,0.107,0.011449,55.2917,8,11,9,8,4,4,373.0456448,10.658447
79210,1.4391,2.07100881,66.3757,7,7,6,7,5,5,398.9459287,12.46706027
121110,1.2946,1.67598916,63.3922,7,7,6,7,5,5,354.9964442,11.09363888
78410,1.03,1.0609,58.6491,7,8,7,7,5,5,339.0259948,10.59456234
115110,0.5503,0.30283009,57.7766,7,7,6,7,5,5,321.0354166,10.03235677
74210,-0.3488,0.12166144,49.7857,8,8,5,8,5,5,305.0582602,9.533070632
119110,-0.9911,0.98227921,48.8571,8,8,6,8,4,5,229.0269601,10.41031637
90910,-1.7484,3.05690256,41.0317,7,7,4,7,3,3,197.0436557,9.383031224
3388.44,-5.5076,30.33365776,117.8498,6,8,6,8,2,2,788.5240567,6.258127434
104712.85,-4.6841,21.94079281,132.5373,6,8,6,8,1,1,832.5866569,6.077274868
525000,0.4511,0.20349121,51.4313,3,4,3,4,1,1,272.1524779,6.803811947
1412.54,-5.5076,30.33365776,117.8498,6,8,6,8,2,2,712.4927565,6.142178936
6165.95,-5.0514,25.51664196,122.4508,6,8,6,8,2,2,802.5397067,6.221238037
53703.18,-4.4358,19.67632164,128.4392,6,8,6,8,0,0,816.5553568,6.18602543
210,-0.5204,0.27081616,37.5983,1,3,3,3,0,0,318.1732133,6.916808985
33113.11,-6.1898,38.31362404,110.2696,6,8,6,8,2,4,610.4458063,5.984762807
15848.93,-5.7559,33.13038481,121.9479,6,8,6,8,3,3,880.5866569,6.245295439
113000,-5.6586,32.01975396,155.4298,18,18,13,18,7,7,1150.600409,7.058898218
3000,-1.2696,1.61188416,48.922,5,5,5,5,0,0,232.0500601,8.287502148
30000,-1.2696,1.61188416,48.922,5,5,5,5,0,0,232.0500601,8.287502148
35000,-1.3098,1.71557604,60.95,6,6,6,6,0,0,354.1232251,7.534536704
6000,-1.3098,1.71557604,60.95,6,6,6,6,0,0,354.1232251,7.534536704
7000,-0.8104,0.65674816,51.9691,5,5,5,5,0,0,234.0657102,7.80219034
5000,-0.3292,0.10837264,48.6439,5,5,5,5,0,0,220.0500601,8.150002228
70000,0.5469,0.29909961,52.0165,6,6,6,6,0,0,236.0449748,8.43017767
120,0.1721,0.02961841,41.5504,3,4,4,3,0,0,184.0664592,7.362658366
602.56,-0.5397,0.29127609,61.3806,5,5,5,5,1,2,374.2106615,6.929827064
218.78,-0.5915,0.34987225,68.6964,4,5,5,5,1,2,403.2259772,6.834338596
229.09,0.1023,0.01046529,66.8827,4,4,4,4,1,2,387.2310625,6.67639763
537.03,-0.06,0.0036,62.2531,4,5,5,4,1,2,391.2059907,7.112836194
323.59,-0.5397,0.29127609,61.3806,4,4,4,4,1,2,373.2154125,6.785734772
61.66,-0.8876,0.78783376,64.0667,5,6,6,6,2,3,393.2052417,7.021522174
158.49,-0.8876,0.78783376,64.0667,5,6,6,6,2,3,393.2052417,7.021522174
91.2,-0.1938,0.03755844,62.253,5,5,5,5,2,3,377.2103271,6.858369584
602.56,-0.1757,0.03087049,60.6409,5,7,7,8,2,3,408.1797552,7.558884356
109.65,-0.1757,0.03087049,60.6409,5,7,7,8,2,3,408.1797552,7.558884356
302,-0.1757,0.03087049,60.6409,5,7,7,8,2,3,408.1797552,7.558884356
52.48,-0.3561,0.12680721,57.6234,5,6,6,5,2,3,381.1852552,7.330485677
79.43,-0.8358,0.69856164,56.7509,5,5,5,5,2,3,363.194677,6.98451302
40738.03,-0.316,0.099856,68.6456,3,5,5,5,1,2,404.2099928,6.969137806
21379.62,-0.316,0.099856,68.6456,3,5,5,5,1,2,404.2099928,6.969137806
7079.46,-0.316,0.099856,68.6456,3,5,5,5,1,2,404.2099928,6.969137806
51286.14,0.3778,0.14273284,66.8319,3,4,4,4,1,2,388.2150781,6.810790844
93325.43,0.3959,0.15673681,65.2198,3,6,6,7,1,2,419.1845063,7.485437612
12022.64,0.3959,0.15673681,65.2198,3,6,6,7,1,2,419.1845063,7.485437612
17782.79,0.8339,0.69538921,67.7644,3,7,7,4,1,2,442.1868127,7.757663381
69183.1,0.2155,0.04644025,62.2023,3,5,5,4,1,2,392.1900063,7.262777894
48977.88,-0.2642,0.06980164,61.3298,3,4,4,4,1,2,374.1994281,6.929619038
2137.96,-0.0358,0.00128164,61.1722,5,6,6,6,1,2,399.1349692,7.982699385
1862.09,0.1757,0.03087049,63.9888,5,6,6,6,1,2,443.0844537,8.861689073
3890.45,-0.6213,0.38601369,62.3858,5,7,7,7,1,2,395.1845063,7.318231598
3890.45,-0.2815,0.07924225,52.1584,4,5,5,5,1,2,350.1630426,7.295063387
1905.46,0.0906,0.00820836,58.96,4,7,7,8,1,2,409.1637708,7.720071148
3467.37,-0.5348,0.28601104,61.2686,5,6,6,6,1,2,389.1739416,7.484114261
1949.84,0.1748,0.03055504,60.6856,4,5,5,5,1,2,398.1397203,7.806661182
1819.7,0.0725,0.00525625,60.5721,4,5,5,5,1,2,378.1943427,7.003598939
1548.82,-0.5695,0.32433025,55.07,4,5,5,5,1,2,364.1786926,7.140758679
33113.11,-0.9611,0.92371321,72.6132,4,7,7,7,1,2,438.2154721,7.067991485
20892.96,-0.9093,0.82682649,65.2974,4,6,6,6,1,2,408.2049074,7.038015644
12882.5,-0.9093,0.82682649,65.2974,4,6,6,6,1,2,408.2049074,7.038015644
4570.88,-0.6731,0.45306361,69.7016,4,7,7,7,1,2,424.199822,7.189827491
7762.47,-0.6213,0.38601369,62.3858,4,6,6,6,1,2,394.1892573,7.167077406
26915.35,-0.3851,0.14830201,66.79,4,7,7,7,1,2,410.1841719,7.324717356
23988.33,-0.3333,0.11108889,59.4742,4,6,6,6,1,2,380.1736072,7.311030909
14454.4,-0.3344,0.11182336,65.8519,4,5,5,5,1,2,384.1507636,7.532367914
32359.37,-0.8575,0.73530625,57.9816,5,6,6,6,1,2,379.1895917,7.154520597
8511.38,-0.8575,0.73530625,57.9816,5,6,6,6,1,2,379.1895917,7.154520597
1698.24,-0.7911,0.62583921,56.7659,4,6,6,6,1,2,354.1579572,7.378290775
24547.09,-0.0464,0.00215296,62.9403,4,5,5,5,1,2,370.1351136,7.711148199
7079.46,-0.5695,0.32433025,55.07,5,6,6,6,1,2,365.1739416,7.303478832
3019.95,-0.5695,0.32433025,55.07,5,6,6,6,1,2,365.1739416,7.303478832
870.96,-0.6213,0.38601369,62.3858,4,6,6,6,1,2,394.1892573,7.167077406
27542.29,0.2416,0.05837056,60.0287,4,5,5,5,1,2,356.1194635,7.913765856
6606.93,-0.2815,0.07924225,52.1584,5,6,6,6,1,2,351.1582915,7.471453011
1348.96,-0.6466,0.41809156,51.6046,5,6,6,6,1,2,405.2052417,7.10886389
8912.51,-0.3586,0.12859396,48.693,5,6,6,6,1,2,391.1895917,7.244251697
13803.84,-0.0706,0.00498436,45.7814,5,6,6,6,1,2,377.1739416,7.395567482
20892.96,-0.5948,0.35378704,44.2888,5,5,5,5,1,2,375.194677,7.07914485
12022.64,-0.0188,3.53E-04,38.4656,5,5,5,5,1,2,347.1633769,7.386454828
1202.26,-0.6073,0.36881329,46.582,5,5,5,5,1,2,375.194677,7.07914485
16982.44,-0.9346,0.87347716,54.5162,5,6,6,6,1,2,419.2208918,6.987014863
16982.44,-0.8828,0.77933584,47.2004,5,5,5,5,1,2,389.2103271,6.950184413
14125.38,0.0653,0.00426409,48.1788,5,7,7,8,1,2,420.1797552,7.639631914
19054.61,0.1495,0.02235025,49.9044,5,5,5,5,1,2,409.1557047,7.719918956
5370.32,-0.1151,0.01324801,45.1613,5,6,6,5,1,2,393.1852552,7.418589721
6456.54,-0.6984,0.48776256,58.9204,5,7,7,7,1,2,435.2158064,7.134685351
21877.62,-0.6466,0.41809156,51.6046,5,6,6,6,1,2,405.2052417,7.10886389
12882.5,0.0472,0.00222784,49.7909,5,5,5,5,1,2,389.2103271,6.950184413
933.25,0.3533,0.12482089,45.2672,5,7,7,8,1,2,406.1641052,7.810848177
1288.25,0.4375,0.19140625,46.9928,5,5,5,5,1,2,395.1400546,7.902801092
707.95,0.1729,0.02989441,42.2497,5,6,6,5,1,2,379.1696052,7.583392103
1288.25,-0.4104,0.16842816,56.0088,5,7,7,7,1,2,421.2001563,7.262071661
1202.26,-0.3586,0.12859396,48.693,5,6,6,6,1,2,391.1895917,7.244251697
5128.61,-0.5948,0.35378704,44.2888,6,6,6,6,1,2,376.189926,7.234421654
1412.54,-0.3068,0.09412624,41.3772,6,6,6,6,1,2,362.1742759,7.391311754
8128.31,-0.0188,3.53E-04,38.4656,6,6,6,6,1,2,348.1586259,7.56866578
812.83,-0.3068,0.09412624,41.3772,5,5,5,5,1,2,361.179027,7.22358054
23140,0.473,0.223729,20.3875,3,6,6,3,1,2,391.1296322,8.691769604
17560,0.8044,0.64705936,15.2577,3,6,6,3,1,2,377.1139821,8.978904336
510,1.314,1.726596,32.8502,3,6,6,3,1,2,357.1452822,8.116938233
3250,0.862,0.743044,33.3746,3,6,6,3,1,2,357.1452822,8.116938233
9370,0.8652,0.74857104,28.812,3,6,6,3,1,2,343.1296322,8.369015419
7690,-0.4858,0.23600164,31.6203,3,6,6,3,1,2,371.1609323,7.897041113
10130,-0.1978,0.03912484,28.7087,3,6,6,3,1,2,357.1452822,8.116938233
350,0.0902,0.00813604,25.7971,3,6,6,3,1,2,343.1296322,8.369015419
8050,0.3782,0.14303524,22.8855,3,6,6,3,1,2,329.1139821,8.660894266
19090,0.9835,0.96727225,29.7899,3,6,6,3,1,2,345.1452822,8.026634471
10360,0.9388,0.88134544,18.4502,3,6,6,3,1,2,371.070403,9.765010606
8240,0.2964,0.08785296,17.9725,3,7,7,4,1,2,395.1245468,8.780545484
890,1.237,1.530169,19.2558,3,6,6,3,1,2,443.0244942,10.80547547
520,1.0925,1.19355625,16.2723,3,6,6,3,1,2,399.0750098,9.733536823
6580,0.8279,0.68541841,11.5292,3,7,7,3,1,2,383.1045603,9.344013666
7030,0.8279,0.68541841,11.5292,3,7,7,3,1,2,383.1045603,9.344013666
7100,0.3482,0.12124324,10.6567,3,6,6,3,1,2,365.1139821,8.905219076
5070,0.3926,0.15413476,35.8603,2,3,3,3,1,2,446.0952686,8.746966051
4010,0.3926,0.15413476,35.8603,2,3,3,3,1,2,446.0952686,8.746966051
5740,-0.4359,0.19000881,28.5191,2,5,5,6,1,2,423.1582915,7.984118708
3510,-1.2514,1.56600196,46.5765,2,6,6,6,1,2,468.2049074,7.431823927
370,-1.1996,1.43904016,39.2607,2,5,5,5,1,2,438.1943427,7.427022757
330,-1.6081,2.58598561,34.5095,2,5,5,5,2,3,424.1786926,7.574619511
4530,-1.1478,1.31744484,31.9449,2,4,4,4,1,2,408.183778,7.421523237
7830,-1.5563,2.42206969,27.1937,2,4,4,4,2,3,394.1681279,7.580156307
400,-0.454,0.206116,30.1312,2,3,3,3,1,2,392.1888634,7.262756729
300,-1.096,1.201216,24.6291,2,3,3,3,1,2,378.1732133,7.415161046
710,-0.5397,0.29127609,61.3806,4,4,4,4,1,2,373.2154125,6.785734772
2800,-0.5397,0.29127609,61.3806,5,5,5,5,1,2,374.2106615,6.929827064
370,-0.5915,0.34987225,68.6964,4,5,5,5,1,2,403.2259772,6.834338596
670,0.1023,0.01046529,66.8827,4,4,4,4,1,2,387.2310625,6.67639763
1600,-0.06,0.0036,62.2531,4,5,5,4,1,2,391.2059907,7.112836194
6.61,-3.748,14.047504,148.6244,6,8,6,8,0,0,732.5553568,5.860442854
125,0.7204,0.51897616,55.8438,3,5,4,6,1,1,381.2052417,6.931004395
4300,0.8523,0.72641529,46.7629,3,5,4,5,1,1,353.1627082,7.207402208
27,0.6513,0.42419169,45.1674,4,5,4,5,1,1,262.1317424,7.084641687
169.82,-4.2544,18.09991936,130.4082,6,8,6,8,0,0,666.5084066,5.84656497
18.62,-3.7536,14.08951296,138.9958,6,8,6,8,0,0,694.5397067,5.787830889
830,0.6321,0.39955041,42.4856,3,5,4,5,1,1,263.115758,7.308771056
63.1,-1.7972,3.22992784,105.3094,6,8,6,8,2,2,720.4614564,6.375765101
3860,1.1219,1.25865961,53.7385,4,5,4,5,1,1,366.1943427,6.909327221
120.23,-4.8382,23.40817924,116.0366,4,6,4,8,2,2,764.5240567,6.165516586
13,1.191,1.418481,44.9728,4,5,4,5,1,1,338.1630426,7.194958352
169.82,-2.1286,4.53093796,110.4392,6,8,6,8,2,2,734.4771065,6.331699194
360,0.6321,0.39955041,42.4856,3,5,4,5,1,1,263.115758,7.308771056
3.31,-3.9712,15.77042944,136.8092,6,8,6,8,0,0,690.5084066,5.952658678
3.31,-3.9088,15.27871744,141.6746,6,8,6,8,0,0,704.5240567,5.920370224
36.31,-2.2534,5.07781156,100.7084,6,8,6,8,2,2,706.4458063,6.422234603
5.75,-6.4576,41.70059776,154.2218,4,6,4,8,0,0,762.602307,5.733851932
23,0.9214,0.84897796,37.9972,3,5,4,5,1,1,325.1314081,7.561195537
82,0.9017,0.81306289,49.4612,4,5,4,5,1,1,276.1473925,6.903684813
7.41,-3.46,11.9716,145.7128,6,8,6,8,0,0,718.5397067,5.889669727
5370.32,-5.7244,32.76875536,106.2916,4,6,6,6,4,4,582.4872772,5.600839204
94,1.1713,1.37194369,56.4368,4,5,4,5,1,1,289.179027,6.572250613
56,0.9214,0.84897796,37.9972,3,5,4,5,1,1,325.1314081,7.561195537
30902.95,-2.3222,5.39261284,108.3054,4,6,6,6,2,2,706.5185774,5.987445571
